episode,reward,steps
0,0,8195
1,1,8195
2,1,8195
3,1,8195
4,1,8195
5,1,8195
6,2,8195
7,1,8195
8,1,8195
9,1,8195
10,0,8195
11,1,8195
12,2,8195
13,1,8195
14,1,8195
15,1,8195
16,1,8195
17,2,8195
18,0,8195
19,0,8195
20,0,8195
21,0,8195
22,1,8195
23,1,8195
24,1,8195
25,1,8195
26,0,8195
27,0,8195
28,2,8195
29,1,8195
30,1,8195
31,1,8195
32,1,8195
33,2,8195
34,0,8195
35,3,8195
36,1,8195
37,1,8195
38,1,8195
39,3,8195
40,0,8195
41,1,8195
42,1,8195
43,0,8195
44,0,8195
45,1,8195
46,1,8195
47,0,8195
48,0,8195
49,0,8195
50,1,8195
51,0,8195
52,1,8195
53,2,8195
54,1,8195
55,3,8195
56,3,8195
57,1,8195
58,3,8195
59,1,8195
60,4,8195
61,1,8195
62,0,8195
63,0,8195
64,0,8195
65,1,8195
66,0,8195
67,1,8195
68,1,8195
69,1,8195
70,0,8195
71,3,8195
72,0,8195
73,0,8195
74,1,8195
75,1,8195
76,0,8195
77,0,8195
78,1,8195
79,0,8195
80,0,8195
81,2,8195
82,2,8195
83,1,8195
84,0,8195
85,1,8195
86,1,8195
87,2,8195
88,0,8195
89,1,8195
90,0,8195
91,2,8195
92,1,8195
93,2,8195
94,0,8195
95,1,8195
96,1,8195
97,0,8195
98,1,8195
99,0,8195
