model_freq=10,save_dir=FREEWAY_M0D0_10_TRAIN_16/model/episode,reward,steps
0,17,8195
1,17,8195
2,19,8195
3,16,8195
4,16,8195
5,16,8195
6,12,8195
7,13,8195
8,16,8195
9,16,8195
10,19,8195
11,15,8195
12,14,8195
13,15,8195
14,15,8195
15,16,8195
16,14,8195
17,14,8195
18,15,8195
19,16,8195
20,14,8195
21,15,8195
22,17,8195
23,17,8195
24,16,8195
25,15,8195
26,15,8195
27,15,8195
28,15,8195
29,16,8195
30,14,8195
31,15,8195
32,12,8195
33,15,8195
34,14,8195
35,14,8195
36,16,8195
37,14,8195
38,14,8195
39,15,8195
40,15,8195
41,15,8195
42,14,8195
43,14,8195
44,17,8195
45,15,8195
46,13,8195
47,12,8195
48,15,8195
49,15,8195
50,14,8195
51,13,8195
52,14,8195
53,14,8195
54,13,8195
55,16,8195
56,15,8195
57,15,8195
58,16,8195
59,15,8195
60,14,8195
61,15,8195
62,17,8195
63,17,8195
64,13,8195
65,15,8195
66,17,8195
67,15,8195
68,16,8195
69,17,8195
70,15,8195
71,12,8195
72,16,8195
73,13,8195
74,13,8195
75,14,8195
76,14,8195
77,16,8195
78,16,8195
79,12,8195
80,15,8195
81,15,8195
82,13,8195
83,16,8195
84,13,8195
85,16,8195
86,16,8195
87,14,8195
88,14,8195
89,12,8195
90,14,8195
91,17,8195
92,13,8195
93,13,8195
94,18,8195
95,18,8195
96,15,8195
97,16,8195
98,15,8195
99,16,8195
