episode,reward,steps
0,14,8195
1,13,8195
2,12,8195
3,14,8195
4,18,8195
5,15,8195
6,16,8195
7,17,8195
8,16,8195
9,13,8195
10,15,8195
11,12,8195
12,13,8195
13,14,8195
14,14,8195
15,14,8195
16,13,8195
17,14,8195
18,15,8195
19,12,8195
20,12,8195
21,12,8195
22,16,8195
23,13,8195
24,13,8195
25,15,8195
26,17,8195
27,15,8195
28,15,8195
29,14,8195
30,17,8195
31,13,8195
32,14,8195
33,13,8195
34,13,8195
35,13,8195
36,14,8195
37,14,8195
38,13,8195
39,13,8195
40,16,8195
41,12,8195
42,14,8195
43,13,8195
44,14,8195
45,15,8195
46,14,8195
47,15,8195
48,15,8195
49,13,8195
50,17,8195
51,14,8195
52,11,8195
53,10,8195
54,15,8195
55,13,8195
56,15,8195
57,15,8195
58,17,8195
59,14,8195
60,14,8195
61,14,8195
62,14,8195
63,13,8195
64,12,8195
65,13,8195
66,15,8195
67,13,8195
68,13,8195
69,16,8195
70,12,8195
71,17,8195
72,15,8195
73,14,8195
74,15,8195
75,16,8195
76,15,8195
77,15,8195
78,15,8195
79,13,8195
80,14,8195
81,16,8195
82,15,8195
83,13,8195
84,16,8195
85,15,8195
86,14,8195
87,12,8195
88,12,8195
89,15,8195
90,14,8195
91,14,8195
92,12,8195
93,14,8195
94,14,8195
95,15,8195
96,16,8195
97,16,8195
98,14,8195
99,13,8195
