episode,reward,steps
0,10,8195
1,10,8195
2,10,8195
3,13,8195
4,14,8195
5,14,8195
6,15,8195
7,14,8195
8,13,8195
9,12,8195
10,14,8195
11,11,8195
12,16,8195
13,16,8195
14,14,8195
15,13,8195
16,7,8195
17,10,8195
18,15,8195
19,10,8195
20,11,8195
21,11,8195
22,12,8195
23,11,8195
24,13,8195
25,13,8195
26,15,8195
27,13,8195
28,16,8195
29,14,8195
30,12,8195
31,15,8195
32,12,8195
33,15,8195
34,14,8195
35,16,8195
36,14,8195
37,11,8195
38,13,8195
39,12,8195
40,14,8195
41,16,8195
42,10,8195
43,12,8195
44,14,8195
45,15,8195
46,12,8195
47,10,8195
48,16,8195
49,13,8195
50,15,8195
51,12,8195
52,11,8195
53,15,8195
54,13,8195
55,12,8195
56,12,8195
57,10,8195
58,15,8195
59,12,8195
60,8,8195
61,13,8195
62,13,8195
63,11,8195
64,15,8195
65,13,8195
66,14,8195
67,13,8195
68,9,8195
69,12,8195
70,12,8195
71,12,8195
72,13,8195
73,10,8195
74,11,8195
75,9,8195
76,10,8195
77,16,8195
78,12,8195
79,12,8195
80,11,8195
81,10,8195
82,13,8195
83,10,8195
84,10,8195
85,15,8195
86,15,8195
87,11,8195
88,14,8195
89,14,8195
90,11,8195
91,12,8195
92,8,8195
93,11,8195
94,14,8195
95,11,8195
96,14,8195
97,10,8195
98,12,8195
99,15,8195
