episode,reward,steps
0,13,8195
1,14,8195
2,10,8195
3,13,8195
4,13,8195
5,14,8195
6,11,8195
7,11,8195
8,13,8195
9,11,8195
10,11,8195
11,16,8195
12,13,8195
13,12,8195
14,14,8195
15,15,8195
16,11,8195
17,13,8195
18,13,8195
19,10,8195
20,13,8195
21,13,8195
22,16,8195
23,11,8195
24,12,8195
25,12,8195
26,12,8195
27,15,8195
28,14,8195
29,12,8195
30,13,8195
31,15,8195
32,9,8195
33,11,8195
34,9,8195
35,13,8195
36,9,8195
37,12,8195
38,14,8195
39,11,8195
40,11,8195
41,13,8195
42,12,8195
43,10,8195
44,14,8195
45,12,8195
46,12,8195
47,13,8195
48,15,8195
49,11,8195
50,13,8195
51,11,8195
52,12,8195
53,15,8195
54,12,8195
55,14,8195
56,13,8195
57,11,8195
58,10,8195
59,12,8195
60,15,8195
61,11,8195
62,13,8195
63,13,8195
64,14,8195
65,12,8195
66,13,8195
67,13,8195
68,14,8195
69,13,8195
70,14,8195
71,10,8195
72,14,8195
73,11,8195
74,11,8195
75,11,8195
76,13,8195
77,13,8195
78,13,8195
79,12,8195
80,12,8195
81,10,8195
82,13,8195
83,10,8195
84,13,8195
85,15,8195
86,10,8195
87,14,8195
88,12,8195
89,9,8195
90,13,8195
91,9,8195
92,12,8195
93,12,8195
94,13,8195
95,16,8195
96,16,8195
97,10,8195
98,14,8195
99,15,8195
