episode,reward,steps
0,1,8195
1,1,8195
2,1,8195
3,2,8195
4,1,8195
5,2,8195
6,1,8195
7,2,8195
8,1,8195
9,3,8195
10,3,8195
11,2,8195
12,2,8195
13,2,8195
14,1,8195
15,4,8195
16,4,8195
17,3,8195
18,2,8195
19,5,8195
20,3,8195
21,5,8195
22,1,8195
23,2,8195
24,0,8195
25,3,8195
26,0,8195
27,1,8195
28,2,8195
29,2,8195
30,1,8195
31,2,8195
32,2,8195
33,1,8195
34,2,8195
35,2,8195
36,4,8195
37,4,8195
38,2,8195
39,2,8195
40,0,8195
41,2,8195
42,0,8195
43,1,8195
44,3,8195
45,1,8195
46,3,8195
47,3,8195
48,0,8195
49,1,8195
50,3,8195
51,2,8195
52,0,8195
53,2,8195
54,3,8195
55,3,8195
56,2,8195
57,4,8195
58,0,8195
59,3,8195
60,0,8195
61,4,8195
62,3,8195
63,2,8195
64,1,8195
65,5,8195
66,1,8195
67,1,8195
68,2,8195
69,0,8195
70,2,8195
71,1,8195
72,4,8195
73,1,8195
74,3,8195
75,2,8195
76,2,8195
77,2,8195
78,1,8195
79,1,8195
80,3,8195
81,4,8195
82,2,8195
83,3,8195
84,1,8195
85,1,8195
86,2,8195
87,0,8195
88,1,8195
89,2,8195
90,2,8195
91,1,8195
92,1,8195
93,3,8195
94,2,8195
95,4,8195
96,2,8195
97,2,8195
98,2,8195
99,0,8195
