episode,reward,steps
0,2,8195
1,1,8195
2,1,8195
3,1,8195
4,1,8195
5,1,8195
6,1,8195
7,2,8195
8,5,8195
9,0,8195
10,1,8195
11,3,8195
12,1,8195
13,1,8195
14,1,8195
15,1,8195
16,1,8195
17,0,8195
18,1,8195
19,1,8195
20,0,8195
21,2,8195
22,0,8195
23,0,8195
24,4,8195
25,1,8195
26,4,8195
27,2,8195
28,1,8195
29,2,8195
30,1,8195
31,1,8195
32,2,8195
33,3,8195
34,0,8195
35,1,8195
36,0,8195
37,1,8195
38,1,8195
39,2,8195
40,4,8195
41,2,8195
42,2,8195
43,2,8195
44,0,8195
45,5,8195
46,1,8195
47,2,8195
48,2,8195
49,2,8195
50,2,8195
51,2,8195
52,3,8195
53,1,8195
54,3,8195
55,3,8195
56,1,8195
57,1,8195
58,1,8195
59,1,8195
60,3,8195
61,3,8195
62,4,8195
63,1,8195
64,1,8195
65,2,8195
66,3,8195
67,3,8195
68,3,8195
69,2,8195
70,4,8195
71,1,8195
72,1,8195
73,4,8195
74,1,8195
75,1,8195
76,0,8195
77,3,8195
78,1,8195
79,1,8195
80,4,8195
81,0,8195
82,2,8195
83,0,8195
84,1,8195
85,1,8195
86,2,8195
87,1,8195
88,1,8195
89,0,8195
90,0,8195
91,1,8195
92,0,8195
93,4,8195
94,0,8195
95,5,8195
96,1,8195
97,3,8195
98,2,8195
99,0,8195
